612	947
934	550
928	316
505	1036
413	1013
343	140
398	425
229	429
129	459
928	42
397	416
928	986
840	469
129	82
1078	822
59	242
837	190
928	904
344	436
635	1033
229	1040
427	466
892	1038
229	669
931	782
785	925
229	660
635	998
484	823
413	1014
367	386
347	891
260	1070
1017	901
931	676
1078	293
905	1066
129	737
90	365
785	192
702	819
229	381
892	1054
561	806
1017	114
223	427
635	547
984	367
944	466
129	234
229	315
223	218
505	113
129	274
90	483
340	491
55	408
1078	65
229	970
129	120
484	211
260	6
347	543
928	23
928	813
984	684
129	887
536	1063
928	249
1078	762
59	61
505	144
129	836
952	973
837	800
129	115
837	1066
931	746
527	104
129	287
129	417
785	128
229	1033
149	732
344	542
612	284
845	581
926	466
398	626
928	264
928	123
931	107
129	699
785	843
684	367
922	898
1066	837
484	622
928	834
272	347
484	71
129	48
928	401
647	611
129	511
340	311
133	1032
858	176
837	838
59	65
260	481
223	488
689	642
90	695
229	809
260	76
440	670
612	951
229	582
229	521
892	648
928	635
149	567
892	250
928	924
260	1084
129	378
427	176
129	648
223	625
928	600
505	247
785	886
573	383
647	965
952	475
129	197
647	285
241	597
509	815
536	743
340	612
647	317
388	104
129	209
297	28
59	1046
440	882
229	466
1078	213
230	470
928	360
509	195
229	496
489	24
320	857
996	634
272	863
647	174
129	312
1078	568
223	942
49	760
785	30
229	104
984	268
229	369
845	427
560	184
505	741
129	576
1078	852
1078	384
24	463
635	348
892	842
229	93
1078	799
260	490
635	642
369	241
59	384
922	82
892	1045
785	975
928	199
928	675
90	1042
223	859
536	156
434	3
926	442
404	88
560	708
223	370
840	806
184	677
49	19
845	956
129	823
840	499
347	935
1017	789
689	224
129	1009
505	667
229	878
905	817
647	679
635	105
702	138
1030	275
647	262
440	243
223	856
484	274
369	188
647	660
149	208
560	516
347	712
1043	538
702	379
931	257
536	137
129	205
276	253
785	711
229	99
1014	840
837	991
55	704
229	84
129	641
413	449
689	576
837	60
229	152
1078	1021
440	131
691	392
647	346
129	66
404	161
1017	775
829	448
229	679
635	635
837	657
129	682
241	241
229	405
928	431
604	604
505	299
229	631
647	1074
892	101
129	624
229	88
505	426
560	7
344	397
229	630
229	1010
129	981
892	419
635	916
133	1026
229	682
1059	111
229	698
647	1053
928	288
892	274
260	997
923	427
536	410
499	748
845	926
59	80
647	1005
59	943
1078	933
129	866
934	518
129	478
785	702
837	260
837	215
647	63
710	306
984	285
928	659
229	95
928	135
1059	1072
229	963
398	949
635	1067
931	231
837	485
928	530
858	68
926	993
129	549
276	214
840	605
320	189
1084	1070
223	996
1078	758
996	874
892	682
536	518
892	517
229	30
185	923
347	180
129	486
129	808
892	336
1084	434
129	163
905	562
49	202
229	139
689	107
505	844
369	929
229	427
892	653
410	682
223	714
229	550
785	206
928	309
928	29
845	1000
505	235
347	54
922	382
499	946
928	458
484	716
484	892
1017	289
241	1032
928	191
928	972
129	1029
90	421
229	240
536	233
434	1070
223	934
952	1027
647	527
612	810
404	358
934	934
129	846
24	947
635	45
404	417
635	302
276	143
505	775
785	301
785	467
49	595
229	585
55	177
1017	627
434	481
24	534
369	229
635	35
691	720
1066	731
229	621
928	784
276	628
324	435
892	118
505	466
922	954
905	668
223	536
440	241
229	961
684	170
230	24
129	982
129	868
928	193
404	1
858	402
837	228
647	25
343	1048
59	396
604	41
413	714
691	481
620	1034
59	779
229	913
367	594
954	145
272	28
509	509
404	71
24	477
931	754
635	792
612	444
505	906
922	719
505	613
229	527
1032	324
229	388
604	175
90	326
450	380
944	557
785	862
229	89
829	616
129	107
185	520
129	802
229	285
837	277
229	241
587	1066
654	985
484	238
689	892
427	109
1030	566
398	53
1014	575
689	823
388	317
404	263
388	303
509	743
129	332
635	955
928	606
702	633
892	529
647	658
635	103
369	317
635	374
536	588
785	117
184	686
427	30
133	504
229	314
49	62
149	1037
229	188
229	97
129	642
229	172
185	403
536	26
129	2
55	948
1078	136
129	674
536	427
1078	200
129	539
340	230
343	318
229	522
229	647
505	724
294	615
635	479
1078	292
944	12
785	225
440	404
928	221
369	679
984	790
581	578
647	1081
785	960
260	528
635	53
635	4
928	36
845	309
149	398
223	596
129	56
59	794
98	87
404	846
837	20
934	176
59	510
223	28
928	747
928	1016
1030	339
931	595
954	352
647	698
1066	154
892	496
1078	821
689	398
837	570
536	934
129	517
1030	334
934	891
98	98
922	715
90	102
858	305
785	531
781	580
427	865
90	273
635	494
689	324
604	267
984	27
689	53
635	322
837	720
276	950
1078	734
635	460
928	67
229	515
654	175
689	399
229	741
129	263
505	1029
928	652
404	399
149	184
931	38
223	509
928	558
129	14
509	1049
858	643
229	400
229	216
928	532
928	1061
229	610
388	229
129	577
984	386
612	616
635	241
324	1045
90	237
785	1073
928	764
1078	96
604	1075
33	497
276	768
129	705
129	1055
635	686
928	992
934	840
892	539
1017	412
984	116
527	315
604	167
440	155
484	142
223	959
484	287
620	409
229	278
229	570
892	404
1030	251
343	220
129	376
731	805
229	317
934	147
928	902
931	940
840	1014
635	439
837	890
905	718
509	927
294	294
367	684
509	223
587	899
840	1020
560	642
505	607
931	714
785	471
931	1022
484	672
612	782
413	910
434	392
272	427
343	254
229	330
129	1027
347	863
229	724
229	853
90	541
1078	13
536	176
934	845
928	638
928	329
934	74
505	496
892	689
129	614
612	769
59	59
922	829
635	126
340	714
560	146
90	198
635	465
229	455
272	702
654	350
149	125
149	978
934	759
612	829
840	819
229	962
410	30
944	756
1078	232
229	929
905	502
505	814
536	160
388	631
260	3
928	847
149	590
229	260
620	593
260	1004
1078	39
536	1080
229	308
837	364
24	1024
324	689
689	846
410	248
840	413
229	16
129	212
944	509
620	265
59	83
129	291
223	874
928	1064
647	497
635	988
223	30
484	548
845	619
229	854
129	101
928	649
49	380
647	377
536	495
49	776
647	1033
1078	704
635	1012
984	478
276	979
129	569
837	57
849	415
505	535
260	246
129	548
635	949
59	236
129	131
129	116
59	750
229	148
1066	546
934	156
536	324
440	876
49	650
612	266
922	893
1017	1076
129	632
229	414
612	245
928	787
129	763
272	1060
1059	10
223	753
840	297
635	564
505	77
404	101
858	771
1030	881
928	47
928	845
241	1033
344	382
691	1084
858	920
484	539
320	1056
1078	55
928	909
149	473
845	329
1078	242
928	795
536	772
635	296
892	823
129	832
536	851
59	141
223	801
397	773
620	756
398	241
785	427
434	1084
561	745
388	315
404	689
59	124
905	1070
928	196
388	824
276	990
931	162
922	921
829	217
892	586
635	721
398	689
343	8
340	508
934	233
691	3
59	852
635	701
229	1000
536	147
635	717
185	509
536	441
892	108
347	168
347	656
1017	32
59	709
720	939
369	466
934	875
837	707
260	228
785	798
129	872
223	618
229	373
934	785
398	1045
931	82
934	520
928	506
260	720
934	54
49	158
129	500
892	872
129	903
324	642
612	931
229	536
922	418
129	567
829	352
647	883
1078	1058
1002	994
845	472
620	468
689	509
536	109
229	589
635	604
129	435
59	165
343	127
149	478
229	524
612	508
710	359
837	437
922	879
1066	503
427	520
1078	456
129	313
837	728
928	739
635	690
647	1069
1078	663
954	260
561	955
367	736
931	1020
689	1045
928	895
934	687
944	427
958	761
928	353
129	1045
689	404
635	393
892	2
283	171
59	186
922	311
223	887
837	55
229	919
229	684
59	275
785	891
129	551
984	1071
952	290
344	1016
347	464
223	378
702	347
229	722
229	681
620	201
223	778
1078	124
731	587
388	588
223	752
484	129
536	783
689	161
343	955
647	621
223	629
229	727
440	978
229	335
561	501
635	40
229	169
129	803
1066	905
892	623
410	798
587	987
931	448
24	540
276	818
1066	896
223	766
604	914
369	243
229	106
892	486
505	574
129	670
536	126
129	688
347	100
892	361
635	977
260	352
958	936
928	473
604	932
934	160
928	462
260	485
509	455
410	269
647	300
59	183
691	1070
1017	204
347	702
24	489
892	599
845	726
229	430
229	482
892	129
892	999
509	944
149	560
689	129
294	662
276	1008
398	440
928	1085
484	999
410	349
829	418
922	423
984	479
785	1068
928	157
149	797
1078	480
604	505
229	86
509	427
129	358
647	693
1078	11
229	780
223	1039
785	159
984	149
516	496
229	229
347	160
404	478
931	841
931	406
229	134
388	46
229	303
922	469
505	929
343	774
984	333
785	825
689	586
985	796
229	453
892	358
785	1015
928	830
931	810
1078	1078
129	484
837	490
347	729
928	786
484	770
689	689
347	697
229	723
1084	905
837	433
845	283
229	310
440	917
440	53
928	730
129	142
926	829
1066	562
343	820
840	833
934	109
129	706
24	470
484	705
129	980
276	366
934	851
229	579
892	131
858	1032
229	865
129	848
892	511
129	271
840	1057
928	592
892	399
647	559
934	826
604	860
536	835
635	252
837	989
931	70
129	689
229	591
922	993
229	1005
272	446
928	583
1078	371
612	354
715	82
837	897
560	685
785	785
635	1019
505	37
604	867
928	713
129	703
785	615
229	346
149	21
260	744
320	179
344	859
952	1018
934	466
229	1028
404	129
129	622
612	230
840	427
928	447
223	331
272	712
59	200
785	391
505	957
612	714
934	1063
840	15
272	509
129	304
223	443
785	907
55	9
928	912
509	161
689	71
223	132
229	299
388	338
1078	328
505	654
892	125
536	74
635	945
404	576
49	938
260	989
207	677
229	1001
340	885
647	10
892	107
837	31
691	434
892	705
129	894
612	210
343	673
509	137
241	504
49	584
230	765
260	837
241	119
276	544
934	626
388	602
829	931
1017	646
858	911
983	1035
635	390
149	642
90	1079
229	5
129	130
635	137
59	967
347	601
604	498
505	342
928	110
647	555
129	166
1078	908
369	588
129	297
931	829
785	915
149	984
59	178
934	702
837	481
996	1027
129	888
276	122
276	807
49	1022
702	935
1017	964
49	406
59	861
892	75
272	918
229	268
276	553
612	78
434	502
928	394
635	452
59	519
604	700
892	688
922	442
785	889
129	778
229	683
404	892
229	81
98	877
229	880
229	680
1017	873
785	395
129	506
536	8
347	509
149	644
33	79
229	588
785	226
340	810
90	307
892	1029
223	869
484	517
59	1052
928	677
129	850
347	325
689	131
260	55
229	571
984	146
229	487
785	855
560	949
612	569
984	227
229	281
785	757
922	33
931	951
223	595
1078	1052
684	268
241	966
620	150
129	565
388	1074
129	404
934	1080
1078	608
837	881
129	286
413	289
581	323
635	820
484	88
340	244
928	428
229	523
635	1082
229	173
229	602
505	411
369	381
241	727
536	466
934	427
229	121
892	1086
149	146
926	427
845	1006
129	479
892	797
229	243
283	1087
635	425
388	507
484	664
129	440
922	926
892	576
934	743
922	684
272	26
440	324
647	812
635	18
343	50
241	1026
260	145
229	432
49	70
922	145
129	385
347	629
230	534
928	1031
944	98
229	533
59	94
229	509
229	203
604	563
223	451
931	616
340	357
440	894
892	71
984	636
620	740
340	1077
229	389
434	691
837	1025
928	333
931	407
229	85
893	462
324	440
952	187
340	454
229	572
340	694
928	561
612	44
635	422
59	822
931	352
229	864
785	58
647	229
928	639
484	14
892	88
635	941
934	783
587	55
207	930
1030	327
427	840
720	871
59	51
635	876
223	640
635	220
413	840
785	923
931	319
934	258
509	349
928	493
560	478
59	603
785	1035
837	1070
229	526
837	804
892	598
410	346
1043	661
505	345
509	466
1078	537
892	478
934	26
928	1003
922	710
49	755
931	194
845	968
129	341
340	444
276	655
926	922
509	640
276	777
905	725
260	570
829	676
229	971
509	176
928	928
1017	951
505	181
1078	794
129	716
931	73
612	340
837	827
635	22
229	1074
931	995
223	336
1017	714
931	612
651	427
229	1063
928	1062
1030	831
928	884
223	1027
369	1005
922	476
647	962
129	742
536	520
934	223
635	637
928	52
509	520
892	484
837	92
635	1051
604	153
931	259
1066	828
129	999
149	69
340	245
505	350
229	63
984	255
785	747
934	324
647	602
343	296
440	112
1078	408
260	1023
49	953
241	324
928	1041
427	536
129	88
484	358
223	665
427	923
635	372
49	321
647	793
223	634
129	352
635	440
892	263
230	540
536	702
59	545
928	362
1059	816
509	788
129	71
129	270
229	164
647	239
509	923
440	672
612	898
928	337
928	513
129	399
129	244
484	261
340	898
612	375
129	161
840	516
440	398
928	512
837	119
450	938
229	222
505	387
129	184
404	2
1017	811
229	72
49	900
347	420
829	829
928	839
647	381
928	745
928	280
343	424
635	1044
413	32
369	621
440	440
434	420
185	536
612	1007
427	403
1078	1050
484	836
892	870
845	671
229	457
129	509
229	974
837	46
505	735
928	279
840	692
984	363
129	976
229	751
944	617
536	550
893	715
272	180
229	219
129	461
560	149
928	696
229	552
49	64
710	946
785	791
149	836
260	364
840	702
689	738
984	298
149	438
55	1078
892	802
505	609
840	272
397	91
1066	355
294	1035
343	666
840	138
24	356
635	678
149	472
129	892
984	1047
413	1057
509	233
635	43
59	339
984	474
276	376
1078	948
922	1083
484	882
324	398
129	224
928	256
24	230
505	985
1030	17
928	282
505	445
398	937
893	525
229	1081
984	949
229	182
129	151
505	351
90	514
90	645
223	749
434	1011
829	1071
427	410
840	492
1078	733
223	1065
440	846
635	1
931	217
49	34
710	969
260	260
612	885
260	890
926	469
647	556
347	554
635	767
604	295
397	368
